H,G,F,E,D,C,B,A
H3,G6,F1,E2,D2,C3,B350,A2
H3,G6,F1,E2,D2,C3,B350,A3
H3,G6,F1,E2,D2,C3,B350,A4
H3,G6,F1,E2,D2,C3,B350,A5
H3,G6,F1,E2,D2,C4,B351,A1
H3,G6,F1,E2,D2,C4,B351,A2
H3,G6,F1,E2,D2,C4,B351,A3
H3,G6,F1,E2,D2,C4,B351,A4
H3,G6,F1,E2,D2,C4,B351,A5
H3,G6,F1,E2,D2,C4,B352,A1
H3,G6,F1,E2,D2,C4,B352,A2
H3,G6,F1,E2,D2,C4,B352,A3
H3,G6,F1,E2,D2,C4,B352,A4
H3,G6,F1,E2,D2,C4,B352,A5
H3,G6,F2,E1,D1,C1,B353,A1
H3,G6,F2,E1,D1,C1,B353,A2
H3,G6,F2,E1,D1,C1,B353,A3
H3,G6,F2,E1,D1,C1,B353,A4
H3,G6,F2,E1,D1,C1,B353,A5
H3,G6,F2,E1,D1,C1,B354,A1
H3,G6,F2,E1,D1,C1,B354,A2
H3,G6,F2,E1,D1,C1,B354,A3
H3,G6,F2,E1,D1,C1,B354,A4
H3,G6,F2,E1,D1,C1,B354,A5
H3,G6,F2,E1,D1,C2,B355,A1
H3,G6,F2,E1,D1,C2,B355,A2
H3,G6,F2,E1,D1,C2,B355,A3
H3,G6,F2,E1,D1,C2,B355,A4
H3,G6,F2,E1,D1,C2,B355,A5
H3,G6,F2,E1,D1,C2,B356,A1
H3,G6,F2,E1,D1,C2,B356,A2
H3,G6,F2,E1,D1,C2,B356,A3
H3,G6,F2,E1,D1,C2,B356,A4
H3,G6,F2,E1,D1,C2,B356,A5
H3,G6,F2,E1,D1,C3,B357,A1
H3,G6,F2,E1,D1,C3,B357,A2
H3,G6,F2,E1,D1,C3,B357,A3
H3,G6,F2,E1,D1,C3,B357,A4
H3,G6,F2,E1,D1,C3,B357,A5
H3,G6,F2,E1,D1,C3,B358,A1
H3,G6,F2,E1,D1,C3,B358,A2
H3,G6,F2,E1,D1,C3,B358,A3
H3,G6,F2,E1,D1,C3,B358,A4
H3,G6,F2,E1,D1,C3,B358,A5
H3,G6,F2,E1,D1,C4,B359,A1
H3,G6,F2,E1,D1,C4,B359,A2
H3,G6,F2,E1,D1,C4,B359,A3
H3,G6,F2,E1,D1,C4,B359,A4
H3,G6,F2,E1,D1,C4,B359,A5
H3,G6,F2,E1,D1,C4,B360,A1
H3,G6,F2,E1,D1,C4,B360,A2
H3,G6,F2,E1,D1,C4,B360,A3
H3,G6,F2,E1,D1,C4,B360,A4
H3,G6,F2,E1,D1,C4,B360,A5
H3,G6,F2,E1,D2,C1,B361,A1
H3,G6,F2,E1,D2,C1,B361,A2
H3,G6,F2,E1,D2,C1,B361,A3
H3,G6,F2,E1,D2,C1,B361,A4
H3,G6,F2,E1,D2,C1,B361,A5
H3,G6,F2,E1,D2,C1,B362,A1
H3,G6,F2,E1,D2,C1,B362,A2
H3,G6,F2,E1,D2,C1,B362,A3
H3,G6,F2,E1,D2,C1,B362,A4
H3,G6,F2,E1,D2,C1,B362,A5
H3,G6,F2,E1,D2,C2,B363,A1
H3,G6,F2,E1,D2,C2,B363,A2
H3,G6,F2,E1,D2,C2,B363,A3
H3,G6,F2,E1,D2,C2,B363,A4
H3,G6,F2,E1,D2,C2,B363,A5
H3,G6,F2,E1,D2,C2,B364,A1
H3,G6,F2,E1,D2,C2,B364,A2
H3,G6,F2,E1,D2,C2,B364,A3
H3,G6,F2,E1,D2,C2,B364,A4
H3,G6,F2,E1,D2,C2,B364,A5
H3,G6,F2,E1,D2,C3,B365,A1
H3,G6,F2,E1,D2,C3,B365,A2
H3,G6,F2,E1,D2,C3,B365,A3
H3,G6,F2,E1,D2,C3,B365,A4
H3,G6,F2,E1,D2,C3,B365,A5
H3,G6,F2,E1,D2,C3,B366,A1
H3,G6,F2,E1,D2,C3,B366,A2
H3,G6,F2,E1,D2,C3,B366,A3
H3,G6,F2,E1,D2,C3,B366,A4
H3,G6,F2,E1,D2,C3,B366,A5
H3,G6,F2,E1,D2,C4,B367,A1
H3,G6,F2,E1,D2,C4,B367,A2
H3,G6,F2,E1,D2,C4,B367,A3
H3,G6,F2,E1,D2,C4,B367,A4
H3,G6,F2,E1,D2,C4,B367,A5
H3,G6,F2,E1,D2,C4,B368,A1
H3,G6,F2,E1,D2,C4,B368,A2
H3,G6,F2,E1,D2,C4,B368,A3
H3,G6,F2,E1,D2,C4,B368,A4
H3,G6,F2,E1,D2,C4,B368,A5
H3,G6,F2,E2,D1,C1,B369,A1
H3,G6,F2,E2,D1,C1,B369,A2
H3,G6,F2,E2,D1,C1,B369,A3
H3,G6,F2,E2,D1,C1,B369,A4
H3,G6,F2,E2,D1,C1,B369,A5
H3,G6,F2,E2,D1,C1,B370,A1
H3,G6,F2,E2,D1,C1,B370,A2
H3,G6,F2,E2,D1,C1,B370,A3
H3,G6,F2,E2,D1,C1,B370,A4
H3,G6,F2,E2,D1,C1,B370,A5
H3,G6,F2,E2,D1,C2,B371,A1
H3,G6,F2,E2,D1,C2,B371,A2
H3,G6,F2,E2,D1,C2,B371,A3
H3,G6,F2,E2,D1,C2,B371,A4
H3,G6,F2,E2,D1,C2,B371,A5
H3,G6,F2,E2,D1,C2,B372,A1
H3,G6,F2,E2,D1,C2,B372,A2
H3,G6,F2,E2,D1,C2,B372,A3
H3,G6,F2,E2,D1,C2,B372,A4
H3,G6,F2,E2,D1,C2,B372,A5
H3,G6,F2,E2,D1,C3,B373,A1
H3,G6,F2,E2,D1,C3,B373,A2
H3,G6,F2,E2,D1,C3,B373,A3
H3,G6,F2,E2,D1,C3,B373,A4
H3,G6,F2,E2,D1,C3,B373,A5
H3,G6,F2,E2,D1,C3,B374,A1
H3,G6,F2,E2,D1,C3,B374,A2
H3,G6,F2,E2,D1,C3,B374,A3
H3,G6,F2,E2,D1,C3,B374,A4
H3,G6,F2,E2,D1,C3,B374,A5
H3,G6,F2,E2,D1,C4,B375,A1
H3,G6,F2,E2,D1,C4,B375,A2
H3,G6,F2,E2,D1,C4,B375,A3
H3,G6,F2,E2,D1,C4,B375,A4
H3,G6,F2,E2,D1,C4,B375,A5
H3,G6,F2,E2,D1,C4,B376,A1
H3,G6,F2,E2,D1,C4,B376,A2
H3,G6,F2,E2,D1,C4,B376,A3
H3,G6,F2,E2,D1,C4,B376,A4
H3,G6,F2,E2,D1,C4,B376,A5
H3,G6,F2,E2,D2,C1,B377,A1
H3,G6,F2,E2,D2,C1,B377,A2
H3,G6,F2,E2,D2,C1,B377,A3
H3,G6,F2,E2,D2,C1,B377,A4
H3,G6,F2,E2,D2,C1,B377,A5
H3,G6,F2,E2,D2,C1,B378,A1
H3,G6,F2,E2,D2,C1,B378,A2
H3,G6,F2,E2,D2,C1,B378,A3
H3,G6,F2,E2,D2,C1,B378,A4
H3,G6,F2,E2,D2,C1,B378,A5
H3,G6,F2,E2,D2,C2,B379,A1
H3,G6,F2,E2,D2,C2,B379,A2
H3,G6,F2,E2,D2,C2,B379,A3
H3,G6,F2,E2,D2,C2,B379,A4
H3,G6,F2,E2,D2,C2,B379,A5
H3,G6,F2,E2,D2,C2,B380,A1
H3,G6,F2,E2,D2,C2,B380,A2
H3,G6,F2,E2,D2,C2,B380,A3
H3,G6,F2,E2,D2,C2,B380,A4
H3,G6,F2,E2,D2,C2,B380,A5
H3,G6,F2,E2,D2,C3,B381,A1
H3,G6,F2,E2,D2,C3,B381,A2
H3,G6,F2,E2,D2,C3,B381,A3
H3,G6,F2,E2,D2,C3,B381,A4
H3,G6,F2,E2,D2,C3,B381,A5
H3,G6,F2,E2,D2,C3,B382,A1
H3,G6,F2,E2,D2,C3,B382,A2
H3,G6,F2,E2,D2,C3,B382,A3
H3,G6,F2,E2,D2,C3,B382,A4
H3,G6,F2,E2,D2,C3,B382,A5
H3,G6,F2,E2,D2,C4,B383,A1
H3,G6,F2,E2,D2,C4,B383,A2
H3,G6,F2,E2,D2,C4,B383,A3
H3,G6,F2,E2,D2,C4,B383,A4
H3,G6,F2,E2,D2,C4,B383,A5
H3,G6,F2,E2,D2,C4,B384,A1
H3,G6,F2,E2,D2,C4,B384,A2
H3,G6,F2,E2,D2,C4,B384,A3
H3,G6,F2,E2,D2,C4,B384,A4
H3,G6,F2,E2,D2,C4,B384,A5
H4,G7,F1,E1,D1,C1,B385,A1
H4,G7,F1,E1,D1,C1,B385,A2
H4,G7,F1,E1,D1,C1,B385,A3
H4,G7,F1,E1,D1,C1,B385,A4
H4,G7,F1,E1,D1,C1,B385,A5
H4,G7,F1,E1,D1,C1,B386,A1
H4,G7,F1,E1,D1,C1,B386,A2
H4,G7,F1,E1,D1,C1,B386,A3
H4,G7,F1,E1,D1,C1,B386,A4
H4,G7,F1,E1,D1,C1,B386,A5
H4,G7,F1,E1,D1,C2,B387,A1
H4,G7,F1,E1,D1,C2,B387,A2
H4,G7,F1,E1,D1,C2,B387,A3
H4,G7,F1,E1,D1,C2,B387,A4
H4,G7,F1,E1,D1,C2,B387,A5
H4,G7,F1,E1,D1,C2,B388,A1
H4,G7,F1,E1,D1,C2,B388,A2
H4,G7,F1,E1,D1,C2,B388,A3
H4,G7,F1,E1,D1,C2,B388,A4
H4,G7,F1,E1,D1,C2,B388,A5
H4,G7,F1,E1,D1,C3,B389,A1
H4,G7,F1,E1,D1,C3,B389,A2
H4,G7,F1,E1,D1,C3,B389,A3
H4,G7,F1,E1,D1,C3,B389,A4
H4,G7,F1,E1,D1,C3,B389,A5
H4,G7,F1,E1,D1,C3,B390,A1
H4,G7,F1,E1,D1,C3,B390,A2
H4,G7,F1,E1,D1,C3,B390,A3
H4,G7,F1,E1,D1,C3,B390,A4
H4,G7,F1,E1,D1,C3,B390,A5
H4,G7,F1,E1,D1,C4,B391,A1
H4,G7,F1,E1,D1,C4,B391,A2
H4,G7,F1,E1,D1,C4,B391,A3
H4,G7,F1,E1,D1,C4,B391,A4
H4,G7,F1,E1,D1,C4,B391,A5
H4,G7,F1,E1,D1,C4,B392,A1
H4,G7,F1,E1,D1,C4,B392,A2
H4,G7,F1,E1,D1,C4,B392,A3
H4,G7,F1,E1,D1,C4,B392,A4
H4,G7,F1,E1,D1,C4,B392,A5
H4,G7,F1,E1,D2,C1,B393,A1
H4,G7,F1,E1,D2,C1,B393,A2
H4,G7,F1,E1,D2,C1,B393,A3
H4,G7,F1,E1,D2,C1,B393,A4
H4,G7,F1,E1,D2,C1,B393,A5
H4,G7,F1,E1,D2,C1,B394,A1
H4,G7,F1,E1,D2,C1,B394,A2
H4,G7,F1,E1,D2,C1,B394,A3
H4,G7,F1,E1,D2,C1,B394,A4
H4,G7,F1,E1,D2,C1,B394,A5
H4,G7,F1,E1,D2,C2,B395,A1
H4,G7,F1,E1,D2,C2,B395,A2
H4,G7,F1,E1,D2,C2,B395,A3
H4,G7,F1,E1,D2,C2,B395,A4
H4,G7,F1,E1,D2,C2,B395,A5
H4,G7,F1,E1,D2,C2,B396,A1
H4,G7,F1,E1,D2,C2,B396,A2
H4,G7,F1,E1,D2,C2,B396,A3
H4,G7,F1,E1,D2,C2,B396,A4
H4,G7,F1,E1,D2,C2,B396,A5
H4,G7,F1,E1,D2,C3,B397,A1
H4,G7,F1,E1,D2,C3,B397,A2
H4,G7,F1,E1,D2,C3,B397,A3
H4,G7,F1,E1,D2,C3,B397,A4
H4,G7,F1,E1,D2,C3,B397,A5
H4,G7,F1,E1,D2,C3,B398,A1
H4,G7,F1,E1,D2,C3,B398,A2
H4,G7,F1,E1,D2,C3,B398,A3
H4,G7,F1,E1,D2,C3,B398,A4
H4,G7,F1,E1,D2,C3,B398,A5
H4,G7,F1,E1,D2,C4,B399,A1
H4,G7,F1,E1,D2,C4,B399,A2
H4,G7,F1,E1,D2,C4,B399,A3
H4,G7,F1,E1,D2,C4,B399,A4
H4,G7,F1,E1,D2,C4,B399,A5
H4,G7,F1,E1,D2,C4,B400,A1
H4,G7,F1,E1,D2,C4,B400,A2
H4,G7,F1,E1,D2,C4,B400,A3
H4,G7,F1,E1,D2,C4,B400,A4
H4,G7,F1,E1,D2,C4,B400,A5
H4,G7,F1,E2,D1,C1,B401,A1
H4,G7,F1,E2,D1,C1,B401,A2
H4,G7,F1,E2,D1,C1,B401,A3
H4,G7,F1,E2,D1,C1,B401,A4
H4,G7,F1,E2,D1,C1,B401,A5
H4,G7,F1,E2,D1,C1,B402,A1
H4,G7,F1,E2,D1,C1,B402,A2
H4,G7,F1,E2,D1,C1,B402,A3
H4,G7,F1,E2,D1,C1,B402,A4
H4,G7,F1,E2,D1,C1,B402,A5
H4,G7,F1,E2,D1,C2,B403,A1
H4,G7,F1,E2,D1,C2,B403,A2
H4,G7,F1,E2,D1,C2,B403,A3
H4,G7,F1,E2,D1,C2,B403,A4
H4,G7,F1,E2,D1,C2,B403,A5
H4,G7,F1,E2,D1,C2,B404,A1
H4,G7,F1,E2,D1,C2,B404,A2
H4,G7,F1,E2,D1,C2,B404,A3
H4,G7,F1,E2,D1,C2,B404,A4
H4,G7,F1,E2,D1,C2,B404,A5
H4,G7,F1,E2,D1,C3,B405,A1
H4,G7,F1,E2,D1,C3,B405,A2
H4,G7,F1,E2,D1,C3,B405,A3
H4,G7,F1,E2,D1,C3,B405,A4
H4,G7,F1,E2,D1,C3,B405,A5
H4,G7,F1,E2,D1,C3,B406,A1
H4,G7,F1,E2,D1,C3,B406,A2
H4,G7,F1,E2,D1,C3,B406,A3
H4,G7,F1,E2,D1,C3,B406,A4
H4,G7,F1,E2,D1,C3,B406,A5
H4,G7,F1,E2,D1,C4,B407,A1
H4,G7,F1,E2,D1,C4,B407,A2
H4,G7,F1,E2,D1,C4,B407,A3
H4,G7,F1,E2,D1,C4,B407,A4
H4,G7,F1,E2,D1,C4,B407,A5
H4,G7,F1,E2,D1,C4,B408,A1
H4,G7,F1,E2,D1,C4,B408,A2
H4,G7,F1,E2,D1,C4,B408,A3
H4,G7,F1,E2,D1,C4,B408,A4
H4,G7,F1,E2,D1,C4,B408,A5
H4,G7,F1,E2,D2,C1,B409,A1
H4,G7,F1,E2,D2,C1,B409,A2
H4,G7,F1,E2,D2,C1,B409,A3
H4,G7,F1,E2,D2,C1,B409,A4
H4,G7,F1,E2,D2,C1,B409,A5
H4,G7,F1,E2,D2,C1,B410,A1
H4,G7,F1,E2,D2,C1,B410,A2
H4,G7,F1,E2,D2,C1,B410,A3
H4,G7,F1,E2,D2,C1,B410,A4
H4,G7,F1,E2,D2,C1,B410,A5
H4,G7,F1,E2,D2,C2,B411,A1
H4,G7,F1,E2,D2,C2,B411,A2
H4,G7,F1,E2,D2,C2,B411,A3
H4,G7,F1,E2,D2,C2,B411,A4
H4,G7,F1,E2,D2,C2,B411,A5
H4,G7,F1,E2,D2,C2,B412,A1
H4,G7,F1,E2,D2,C2,B412,A2
H4,G7,F1,E2,D2,C2,B412,A3
H4,G7,F1,E2,D2,C2,B412,A4
H4,G7,F1,E2,D2,C2,B412,A5
H4,G7,F1,E2,D2,C3,B413,A1
H4,G7,F1,E2,D2,C3,B413,A2
H4,G7,F1,E2,D2,C3,B413,A3
H4,G7,F1,E2,D2,C3,B413,A4
H4,G7,F1,E2,D2,C3,B413,A5
H4,G7,F1,E2,D2,C3,B414,A1
H4,G7,F1,E2,D2,C3,B414,A2
H4,G7,F1,E2,D2,C3,B414,A3
H4,G7,F1,E2,D2,C3,B414,A4
H4,G7,F1,E2,D2,C3,B414,A5
H4,G7,F1,E2,D2,C4,B415,A1
H4,G7,F1,E2,D2,C4,B415,A2
H4,G7,F1,E2,D2,C4,B415,A3
H4,G7,F1,E2,D2,C4,B415,A4
H4,G7,F1,E2,D2,C4,B415,A5
H4,G7,F1,E2,D2,C4,B416,A1
H4,G7,F1,E2,D2,C4,B416,A2
H4,G7,F1,E2,D2,C4,B416,A3
H4,G7,F1,E2,D2,C4,B416,A4
H4,G7,F1,E2,D2,C4,B416,A5
H4,G7,F2,E1,D1,C1,B417,A1
H4,G7,F2,E1,D1,C1,B417,A2
H4,G7,F2,E1,D1,C1,B417,A3
H4,G7,F2,E1,D1,C1,B417,A4
H4,G7,F2,E1,D1,C1,B417,A5
H4,G7,F2,E1,D1,C1,B418,A1
H4,G7,F2,E1,D1,C1,B418,A2
H4,G7,F2,E1,D1,C1,B418,A3
H4,G7,F2,E1,D1,C1,B418,A4
H4,G7,F2,E1,D1,C1,B418,A5
H4,G7,F2,E1,D1,C2,B419,A1
H4,G7,F2,E1,D1,C2,B419,A2
H4,G7,F2,E1,D1,C2,B419,A3
H4,G7,F2,E1,D1,C2,B419,A4
H4,G7,F2,E1,D1,C2,B419,A5
H4,G7,F2,E1,D1,C2,B420,A1
H4,G7,F2,E1,D1,C2,B420,A2
H4,G7,F2,E1,D1,C2,B420,A3
H4,G7,F2,E1,D1,C2,B420,A4
H4,G7,F2,E1,D1,C2,B420,A5
H4,G7,F2,E1,D1,C3,B421,A1
H4,G7,F2,E1,D1,C3,B421,A2
H4,G7,F2,E1,D1,C3,B421,A3
H4,G7,F2,E1,D1,C3,B421,A4
H4,G7,F2,E1,D1,C3,B421,A5
H4,G7,F2,E1,D1,C3,B422,A1
H4,G7,F2,E1,D1,C3,B422,A2
H4,G7,F2,E1,D1,C3,B422,A3
H4,G7,F2,E1,D1,C3,B422,A4
H4,G7,F2,E1,D1,C3,B422,A5
H4,G7,F2,E1,D1,C4,B423,A1
H4,G7,F2,E1,D1,C4,B423,A2
H4,G7,F2,E1,D1,C4,B423,A3
H4,G7,F2,E1,D1,C4,B423,A4
H4,G7,F2,E1,D1,C4,B423,A5
H4,G7,F2,E1,D1,C4,B424,A1
H4,G7,F2,E1,D1,C4,B424,A2
H4,G7,F2,E1,D1,C4,B424,A3
H4,G7,F2,E1,D1,C4,B424,A4
H4,G7,F2,E1,D1,C4,B424,A5
H4,G7,F2,E1,D2,C1,B425,A1
H4,G7,F2,E1,D2,C1,B425,A2
H4,G7,F2,E1,D2,C1,B425,A3
H4,G7,F2,E1,D2,C1,B425,A4
H4,G7,F2,E1,D2,C1,B425,A5
H4,G7,F2,E1,D2,C1,B426,A1
H4,G7,F2,E1,D2,C1,B426,A2
H4,G7,F2,E1,D2,C1,B426,A3
H4,G7,F2,E1,D2,C1,B426,A4
H4,G7,F2,E1,D2,C1,B426,A5
H4,G7,F2,E1,D2,C2,B427,A1
H4,G7,F2,E1,D2,C2,B427,A2
H4,G7,F2,E1,D2,C2,B427,A3
H4,G7,F2,E1,D2,C2,B427,A4
H4,G7,F2,E1,D2,C2,B427,A5
H4,G7,F2,E1,D2,C2,B428,A1
H4,G7,F2,E1,D2,C2,B428,A2
H4,G7,F2,E1,D2,C2,B428,A3
H4,G7,F2,E1,D2,C2,B428,A4
H4,G7,F2,E1,D2,C2,B428,A5
H4,G7,F2,E1,D2,C3,B429,A1
H4,G7,F2,E1,D2,C3,B429,A2
H4,G7,F2,E1,D2,C3,B429,A3
H4,G7,F2,E1,D2,C3,B429,A4
H4,G7,F2,E1,D2,C3,B429,A5
H4,G7,F2,E1,D2,C3,B430,A1
H4,G7,F2,E1,D2,C3,B430,A2
H4,G7,F2,E1,D2,C3,B430,A3
H4,G7,F2,E1,D2,C3,B430,A4
H4,G7,F2,E1,D2,C3,B430,A5
H4,G7,F2,E1,D2,C4,B431,A1
H4,G7,F2,E1,D2,C4,B431,A2
H4,G7,F2,E1,D2,C4,B431,A3
H4,G7,F2,E1,D2,C4,B431,A4
H4,G7,F2,E1,D2,C4,B431,A5
H4,G7,F2,E1,D2,C4,B432,A1
H4,G7,F2,E1,D2,C4,B432,A2
H4,G7,F2,E1,D2,C4,B432,A3
H4,G7,F2,E1,D2,C4,B432,A4
H4,G7,F2,E1,D2,C4,B432,A5
H4,G7,F2,E2,D1,C1,B433,A1
H4,G7,F2,E2,D1,C1,B433,A2
H4,G7,F2,E2,D1,C1,B433,A3
H4,G7,F2,E2,D1,C1,B433,A4
H4,G7,F2,E2,D1,C1,B433,A5
H4,G7,F2,E2,D1,C1,B434,A1
H4,G7,F2,E2,D1,C1,B434,A2
H4,G7,F2,E2,D1,C1,B434,A3
H4,G7,F2,E2,D1,C1,B434,A4
H4,G7,F2,E2,D1,C1,B434,A5
H4,G7,F2,E2,D1,C2,B435,A1
H4,G7,F2,E2,D1,C2,B435,A2
H4,G7,F2,E2,D1,C2,B435,A3
H4,G7,F2,E2,D1,C2,B435,A4
H4,G7,F2,E2,D1,C2,B435,A5
H4,G7,F2,E2,D1,C2,B436,A1
H4,G7,F2,E2,D1,C2,B436,A2
H4,G7,F2,E2,D1,C2,B436,A3
H4,G7,F2,E2,D1,C2,B436,A4
H4,G7,F2,E2,D1,C2,B436,A5
H4,G7,F2,E2,D1,C3,B437,A1
H4,G7,F2,E2,D1,C3,B437,A2
H4,G7,F2,E2,D1,C3,B437,A3
H4,G7,F2,E2,D1,C3,B437,A4
H4,G7,F2,E2,D1,C3,B437,A5
H4,G7,F2,E2,D1,C3,B438,A1
H4,G7,F2,E2,D1,C3,B438,A2
H4,G7,F2,E2,D1,C3,B438,A3
H4,G7,F2,E2,D1,C3,B438,A4
H4,G7,F2,E2,D1,C3,B438,A5
H4,G7,F2,E2,D1,C4,B439,A1
H4,G7,F2,E2,D1,C4,B439,A2
H4,G7,F2,E2,D1,C4,B439,A3
H4,G7,F2,E2,D1,C4,B439,A4
H4,G7,F2,E2,D1,C4,B439,A5
H4,G7,F2,E2,D1,C4,B440,A1
H4,G7,F2,E2,D1,C4,B440,A2
H4,G7,F2,E2,D1,C4,B440,A3
H4,G7,F2,E2,D1,C4,B440,A4
H4,G7,F2,E2,D1,C4,B440,A5
H4,G7,F2,E2,D2,C1,B441,A1
H4,G7,F2,E2,D2,C1,B441,A2
H4,G7,F2,E2,D2,C1,B441,A3
H4,G7,F2,E2,D2,C1,B441,A4
H4,G7,F2,E2,D2,C1,B441,A5
H4,G7,F2,E2,D2,C1,B442,A1
H4,G7,F2,E2,D2,C1,B442,A2
H4,G7,F2,E2,D2,C1,B442,A3
H4,G7,F2,E2,D2,C1,B442,A4
H4,G7,F2,E2,D2,C1,B442,A5
H4,G7,F2,E2,D2,C2,B443,A1
H4,G7,F2,E2,D2,C2,B443,A2
H4,G7,F2,E2,D2,C2,B443,A3
H4,G7,F2,E2,D2,C2,B443,A4
H4,G7,F2,E2,D2,C2,B443,A5
H4,G7,F2,E2,D2,C2,B444,A1
H4,G7,F2,E2,D2,C2,B444,A2
H4,G7,F2,E2,D2,C2,B444,A3
H4,G7,F2,E2,D2,C2,B444,A4
H4,G7,F2,E2,D2,C2,B444,A5
H4,G7,F2,E2,D2,C3,B445,A1
H4,G7,F2,E2,D2,C3,B445,A2
H4,G7,F2,E2,D2,C3,B445,A3
H4,G7,F2,E2,D2,C3,B445,A4
H4,G7,F2,E2,D2,C3,B445,A5
H4,G7,F2,E2,D2,C3,B446,A1
H4,G7,F2,E2,D2,C3,B446,A2
H4,G7,F2,E2,D2,C3,B446,A3
H4,G7,F2,E2,D2,C3,B446,A4
H4,G7,F2,E2,D2,C3,B446,A5
H4,G7,F2,E2,D2,C4,B447,A1
H4,G7,F2,E2,D2,C4,B447,A2
H4,G7,F2,E2,D2,C4,B447,A3
H4,G7,F2,E2,D2,C4,B447,A4
H4,G7,F2,E2,D2,C4,B447,A5
H4,G7,F2,E2,D2,C4,B448,A1
H4,G7,F2,E2,D2,C4,B448,A2
H4,G7,F2,E2,D2,C4,B448,A3
H4,G7,F2,E2,D2,C4,B448,A4
H4,G7,F2,E2,D2,C4,B448,A5
H4,G8,F1,E1,D1,C1,B449,A1
H4,G8,F1,E1,D1,C1,B449,A2
H4,G8,F1,E1,D1,C1,B449,A3
H4,G8,F1,E1,D1,C1,B449,A4
H4,G8,F1,E1,D1,C1,B449,A5
H4,G8,F1,E1,D1,C1,B450,A1
H4,G8,F1,E1,D1,C1,B450,A2
H4,G8,F1,E1,D1,C1,B450,A3
H4,G8,F1,E1,D1,C1,B450,A4
H4,G8,F1,E1,D1,C1,B450,A5
H4,G8,F1,E1,D1,C2,B451,A1
H4,G8,F1,E1,D1,C2,B451,A2
H4,G8,F1,E1,D1,C2,B451,A3
H4,G8,F1,E1,D1,C2,B451,A4
H4,G8,F1,E1,D1,C2,B451,A5
H4,G8,F1,E1,D1,C2,B452,A1
H4,G8,F1,E1,D1,C2,B452,A2
H4,G8,F1,E1,D1,C2,B452,A3
H4,G8,F1,E1,D1,C2,B452,A4
H4,G8,F1,E1,D1,C2,B452,A5
H4,G8,F1,E1,D1,C3,B453,A1
H4,G8,F1,E1,D1,C3,B453,A2
H4,G8,F1,E1,D1,C3,B453,A3
H4,G8,F1,E1,D1,C3,B453,A4
H4,G8,F1,E1,D1,C3,B453,A5
H4,G8,F1,E1,D1,C3,B454,A1
H4,G8,F1,E1,D1,C3,B454,A2
H4,G8,F1,E1,D1,C3,B454,A3
H4,G8,F1,E1,D1,C3,B454,A4
H4,G8,F1,E1,D1,C3,B454,A5
H4,G8,F1,E1,D1,C4,B455,A1
H4,G8,F1,E1,D1,C4,B455,A2
H4,G8,F1,E1,D1,C4,B455,A3
H4,G8,F1,E1,D1,C4,B455,A4
H4,G8,F1,E1,D1,C4,B455,A5
H4,G8,F1,E1,D1,C4,B456,A1
H4,G8,F1,E1,D1,C4,B456,A2
H4,G8,F1,E1,D1,C4,B456,A3
H4,G8,F1,E1,D1,C4,B456,A4
H4,G8,F1,E1,D1,C4,B456,A5
H4,G8,F1,E1,D2,C1,B457,A1
H4,G8,F1,E1,D2,C1,B457,A2
H4,G8,F1,E1,D2,C1,B457,A3
H4,G8,F1,E1,D2,C1,B457,A4
H4,G8,F1,E1,D2,C1,B457,A5
H4,G8,F1,E1,D2,C1,B458,A1
H4,G8,F1,E1,D2,C1,B458,A2
H4,G8,F1,E1,D2,C1,B458,A3
H4,G8,F1,E1,D2,C1,B458,A4
H4,G8,F1,E1,D2,C1,B458,A5
H4,G8,F1,E1,D2,C2,B459,A1
H4,G8,F1,E1,D2,C2,B459,A2
H4,G8,F1,E1,D2,C2,B459,A3
H4,G8,F1,E1,D2,C2,B459,A4
H4,G8,F1,E1,D2,C2,B459,A5
H4,G8,F1,E1,D2,C2,B460,A1
H4,G8,F1,E1,D2,C2,B460,A2
H4,G8,F1,E1,D2,C2,B460,A3
H4,G8,F1,E1,D2,C2,B460,A4
H4,G8,F1,E1,D2,C2,B460,A5
H4,G8,F1,E1,D2,C3,B461,A1
H4,G8,F1,E1,D2,C3,B461,A2
H4,G8,F1,E1,D2,C3,B461,A3
H4,G8,F1,E1,D2,C3,B461,A4
H4,G8,F1,E1,D2,C3,B461,A5
H4,G8,F1,E1,D2,C3,B462,A1
H4,G8,F1,E1,D2,C3,B462,A2
H4,G8,F1,E1,D2,C3,B462,A3
H4,G8,F1,E1,D2,C3,B462,A4
H4,G8,F1,E1,D2,C3,B462,A5
H4,G8,F1,E1,D2,C4,B463,A1
H4,G8,F1,E1,D2,C4,B463,A2
H4,G8,F1,E1,D2,C4,B463,A3
H4,G8,F1,E1,D2,C4,B463,A4
H4,G8,F1,E1,D2,C4,B463,A5
H4,G8,F1,E1,D2,C4,B464,A1
H4,G8,F1,E1,D2,C4,B464,A2
H4,G8,F1,E1,D2,C4,B464,A3
H4,G8,F1,E1,D2,C4,B464,A4
H4,G8,F1,E1,D2,C4,B464,A5
H4,G8,F1,E2,D1,C1,B465,A1
H4,G8,F1,E2,D1,C1,B465,A2
H4,G8,F1,E2,D1,C1,B465,A3
H4,G8,F1,E2,D1,C1,B465,A4
H4,G8,F1,E2,D1,C1,B465,A5
H4,G8,F1,E2,D1,C1,B466,A1
H4,G8,F1,E2,D1,C1,B466,A2
H4,G8,F1,E2,D1,C1,B466,A3
